team_key,logo_url
troy trojans,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/troy_trojans.png
tulane green wave,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tulane_green_wave.png
tulsa golden hurricane,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/tulsa_golden_hurricane.png
uc davis aggies,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/uc_davis_aggies.png
uc irvine anteaters,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/uc_irvine_anteaters.png
uc riverside highlanders,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/uc_riverside_highlanders.png
uc san diego tritons,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/uc_san_diego_tritons.png
umass lowell river hawks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/umass_lowell_river_hawks.png
umbc retrievers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/umbc_retrievers.png
unlv rebels,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/unlv_rebels.png
ut arlington mavericks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/ut_arlington_mavericks.png
utah state aggies,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/utah_state_aggies.png
utah tech trailblazers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/utah_tech_trailblazers.png
utah utes,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/utah_utes.png
utah valley wolverines,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/utah_valley_wolverines.png
valparaiso beacons,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/valparaiso_beacons.png
vanderbilt commodores,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/vanderbilt_commodores.png
vermont catamounts,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/vermont_catamounts.png
villanova wildcats,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/villanova_wildcats.png
virginia cavaliers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/virginia_cavaliers.png
virginia commonwealth university,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/virginia_commonwealth_university.png
virginia tech hokies,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/virginia_tech_hokies.png
wagner seahawks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wagner_seahawks.png
wake forest demon deacons,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wake_forest_demon_deacons.png
washington huskies,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/washington_huskies.png
washington state cougars,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/washington_state_cougars.png
weber state wildcats,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/weber_state_wildcats.png
west virginia mountaineers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/west_virginia_mountaineers.png
western carolina catamounts,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/western_carolina_catamounts.png
western illinois leathernecks,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/western_illinois_leathernecks.png
western kentucky hilltoppers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/western_kentucky_hilltoppers.png
western michigan broncos,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/western_michigan_broncos.png
william & mary tribe,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/william_&_mary_tribe.png
wisconsin badgers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wisconsin_badgers.png
wofford terriers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wofford_terriers.png
wright state raiders,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wright_state_raiders.png
wyoming cowboys,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/wyoming_cowboys.png
xavier musketeers,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/xavier_musketeers.png
yale bulldogs,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/yale_bulldogs.png
youngstown state penguins,http://bet-bot-manager.my.pebble.host:25594/static/logos/ncaam/youngstown_state_penguins.png
